customer_id,segment,industry,city,employee_count_band,signup_date,churn_date,contract_type,acquisition_channel
14422,Mid,Медицина,Краснодар,50-200,2021-07-11,2023-02-03,monthly,referral
14423,SMB,Производство,Воронеж,<50,2020-06-10,,annual,organic
14424,SMB,Производство,Санкт-Петербург,<50,2019-08-24,2024-12-10,pay_as_you_go,direct
14425,SMB,HoReCa,Самара,50-200,2021-11-03,,annual,organic
14426,SMB,Производство,Санкт-Петербург,50-200,2019-11-12,,annual,organic
14427,SMB,Недвижимость,Екатеринбург,<50,2024-07-16,2024-11-18,annual,paid
14428,SMB,Недвижимость,Санкт-Петербург,<50,2021-09-19,,monthly,organic
14429,Mid,Розница,Санкт-Петербург,200-500,2019-08-08,,monthly,direct
14430,Mid,Финуслуги,Москва,50-200,2021-04-02,,monthly,paid
14431,SMB,Логистика,Москва,<50,2024-01-21,2025-10-23,monthly,paid
14432,Large,HoReCa,Воронеж,500+,2020-09-30,2025-06-20,monthly,organic
14433,SMB,Розница,Самара,50-200,2023-10-04,,annual,organic
14434,SMB,Профуслуги,Москва,50-200,2024-08-10,,annual,paid
14435,SMB,Логистика,Екатеринбург,<50,2022-03-05,,pay_as_you_go,organic
14436,SMB,Розница,Ростов-на-Дону,<50,2021-04-21,,monthly,organic
14437,SMB,Образование,Москва,50-200,2022-10-12,2023-07-06,pay_as_you_go,direct
14438,Mid,ИТ и софт,Воронеж,500+,2019-11-17,,monthly,organic
14439,SMB,Финуслуги,Ростов-на-Дону,<50,2021-02-17,2023-03-03,monthly,direct
14440,SMB,Финуслуги,Москва,<50,2024-07-09,,monthly,paid
14441,SMB,Строительство,Ростов-на-Дону,50-200,2024-09-18,,pay_as_you_go,organic
14442,Mid,ИТ и софт,Воронеж,50-200,2023-03-26,,annual,referral
14443,Mid,Производство,Москва,50-200,2022-06-17,2023-02-01,monthly,direct
14444,Mid,Профуслуги,Санкт-Петербург,50-200,2023-04-11,,annual,organic
14445,SMB,Финуслуги,Санкт-Петербург,<50,2025-01-20,,annual,paid
14446,SMB,Логистика,Санкт-Петербург,<50,2020-02-04,,annual,paid
14447,SMB,Профуслуги,Казань,<50,2024-03-13,,annual,referral
14448,Mid,Строительство,Нижний Новгород,<50,2022-09-25,2024-03-19,pay_as_you_go,paid
14449,SMB,HoReCa,Москва,200-500,2023-10-06,,annual,direct
14450,SMB,Розница,Москва,<50,2021-09-21,,monthly,paid
14451,SMB,Розница,Нижний Новгород,<50,2022-08-28,,annual,referral
14452,Mid,ИТ и софт,Нижний Новгород,200-500,2019-03-22,2023-02-02,monthly,direct
14453,SMB,Недвижимость,Москва,<50,2022-12-30,2023-01-26,pay_as_you_go,direct
14454,SMB,Логистика,Екатеринбург,<50,2020-08-26,,pay_as_you_go,organic
14455,Mid,Профуслуги,Краснодар,50-200,2021-02-09,2023-08-03,pay_as_you_go,referral
14456,Mid,Производство,Нижний Новгород,200-500,2025-02-08,,monthly,paid
14457,SMB,Медицина,Екатеринбург,<50,2019-04-23,2023-07-19,monthly,organic
14458,SMB,Медицина,Воронеж,50-200,2020-07-08,2025-05-12,annual,organic
14459,SMB,Логистика,Екатеринбург,<50,2021-11-02,,annual,organic
14460,SMB,Финуслуги,Воронеж,50-200,2023-11-26,,monthly,direct
14461,SMB,Финуслуги,Санкт-Петербург,<50,2021-03-19,2024-10-01,monthly,paid
14462,SMB,Образование,Ростов-на-Дону,50-200,2025-05-31,,annual,paid
14463,SMB,Строительство,Нижний Новгород,<50,2025-01-25,,annual,paid
14464,Mid,Медиа,Самара,50-200,2021-07-29,2023-01-09,monthly,organic
14465,SMB,Медицина,Краснодар,<50,2020-07-22,,monthly,organic
14466,SMB,Финуслуги,Новосибирск,50-200,2019-05-20,,pay_as_you_go,organic
14467,Mid,Образование,Воронеж,50-200,2023-09-17,2025-03-30,pay_as_you_go,paid
14468,SMB,Медиа,Москва,<50,2020-09-17,2025-10-12,pay_as_you_go,organic
14469,SMB,Строительство,Краснодар,<50,2022-06-27,,annual,referral
14470,SMB,ИТ и софт,Москва,50-200,2021-11-06,2023-10-09,annual,paid
14471,Mid,Строительство,Нижний Новгород,50-200,2019-08-12,2024-12-12,monthly,direct
14472,SMB,Медиа,Санкт-Петербург,50-200,2020-03-05,2024-07-17,monthly,organic
14473,SMB,Логистика,Самара,<50,2020-09-02,,monthly,organic
14474,SMB,Профуслуги,Санкт-Петербург,50-200,2020-07-01,2025-01-26,pay_as_you_go,direct
14475,Mid,Строительство,Москва,50-200,2022-04-28,2024-01-07,pay_as_you_go,organic
14476,Mid,Финуслуги,Москва,50-200,2020-06-27,2023-06-28,monthly,paid
14477,SMB,Строительство,Санкт-Петербург,<50,2022-06-09,,annual,paid
14478,Mid,Логистика,Екатеринбург,500+,2023-03-30,2024-06-13,pay_as_you_go,direct
14479,Mid,Строительство,Воронеж,200-500,2020-05-10,,annual,referral
14480,SMB,HoReCa,Ростов-на-Дону,50-200,2021-07-30,2023-03-12,monthly,referral
14481,Mid,Медицина,Ростов-на-Дону,<50,2020-01-03,,monthly,organic
14482,SMB,Профуслуги,Казань,50-200,2020-10-30,2023-10-24,monthly,organic
14483,Mid,Профуслуги,Краснодар,<50,2021-08-20,,monthly,direct
14484,SMB,Розница,Москва,50-200,2023-07-06,2023-12-31,monthly,paid
14485,SMB,HoReCa,Краснодар,50-200,2020-07-29,2024-02-17,annual,organic
14486,SMB,Профуслуги,Москва,<50,2023-01-22,2023-09-12,annual,paid
14487,Mid,Логистика,Санкт-Петербург,50-200,2023-02-11,2024-03-30,monthly,paid
14488,SMB,Строительство,Санкт-Петербург,500+,2021-11-24,2023-01-19,pay_as_you_go,paid
14489,SMB,Профуслуги,Казань,<50,2020-06-13,,pay_as_you_go,direct
14490,SMB,Строительство,Екатеринбург,<50,2021-03-24,,pay_as_you_go,paid
14491,SMB,Профуслуги,Москва,<50,2022-01-14,,annual,paid
14492,SMB,Строительство,Москва,50-200,2022-08-01,2023-10-24,monthly,paid
14493,SMB,ИТ и софт,Москва,<50,2019-10-06,,pay_as_you_go,direct
14494,Mid,Недвижимость,Екатеринбург,50-200,2020-09-11,2025-09-19,annual,organic
14495,Mid,Образование,Ростов-на-Дону,200-500,2024-02-17,,annual,paid
14496,Mid,ИТ и софт,Казань,50-200,2019-07-10,2024-01-18,monthly,direct
14497,SMB,Финуслуги,Ростов-на-Дону,50-200,2020-04-22,,annual,paid
14498,SMB,Профуслуги,Краснодар,<50,2023-12-31,,annual,organic
14499,SMB,Финуслуги,Нижний Новгород,50-200,2023-06-14,,annual,paid
14500,SMB,Розница,Нижний Новгород,<50,2021-07-10,2023-05-14,annual,organic
14501,SMB,Медиа,Самара,<50,2021-05-17,,annual,organic
14502,SMB,Медиа,Воронеж,<50,2019-05-21,2023-01-15,monthly,organic
14503,SMB,Образование,Москва,<50,2020-06-14,,monthly,organic
14504,Mid,Строительство,Москва,200-500,2021-01-25,2025-03-25,pay_as_you_go,direct
14505,Large,Производство,Екатеринбург,500+,2022-05-02,,annual,paid
14506,Mid,Производство,Краснодар,50-200,2021-07-12,2023-01-21,monthly,organic
14507,Mid,Медиа,Санкт-Петербург,50-200,2021-09-06,2023-08-28,pay_as_you_go,paid
14508,SMB,Медицина,Санкт-Петербург,<50,2024-08-12,,annual,paid
14509,Mid,ИТ и софт,Москва,200-500,2025-01-11,,monthly,paid
14510,SMB,Профуслуги,Ростов-на-Дону,50-200,2022-11-05,2024-10-02,annual,organic
14511,Mid,Строительство,Екатеринбург,50-200,2019-05-07,,monthly,organic
14512,Mid,Недвижимость,Санкт-Петербург,50-200,2021-03-22,,pay_as_you_go,organic
14513,SMB,Медиа,Новосибирск,<50,2022-01-03,2024-01-27,annual,organic
14514,Mid,HoReCa,Воронеж,200-500,2024-01-10,,annual,paid
14515,Mid,Логистика,Москва,50-200,2020-07-22,,monthly,organic
14516,SMB,Производство,Москва,<50,2021-09-03,,monthly,direct
14517,SMB,Медицина,Санкт-Петербург,50-200,2022-06-14,2023-06-03,monthly,paid
14518,SMB,Профуслуги,Воронеж,50-200,2019-06-23,,annual,paid
14519,SMB,Недвижимость,Самара,50-200,2024-02-13,,annual,organic
14520,SMB,Розница,Москва,<50,2023-04-20,2024-06-27,monthly,direct
14521,Large,Логистика,Санкт-Петербург,500+,2024-02-18,,annual,paid
14522,SMB,Строительство,Санкт-Петербург,50-200,2022-10-31,2025-09-20,monthly,paid
14523,SMB,Медицина,Ростов-на-Дону,<50,2020-12-07,,monthly,referral
14524,SMB,Логистика,Москва,<50,2022-04-16,,annual,organic
14525,Mid,Образование,Москва,<50,2025-03-15,,annual,referral
14526,SMB,Профуслуги,Новосибирск,<50,2024-07-23,,monthly,paid
14527,SMB,Финуслуги,Новосибирск,<50,2022-01-21,,annual,referral
14528,SMB,Строительство,Санкт-Петербург,<50,2022-10-30,,annual,direct
14529,Mid,Розница,Санкт-Петербург,200-500,2020-05-14,2025-11-27,monthly,organic
14530,Mid,HoReCa,Москва,50-200,2021-06-20,2024-09-17,pay_as_you_go,direct
14531,Mid,HoReCa,Новосибирск,200-500,2020-10-10,2023-12-11,annual,organic
14532,Mid,Производство,Новосибирск,200-500,2020-02-01,2024-12-22,pay_as_you_go,referral
14533,SMB,ИТ и софт,Москва,50-200,2022-05-20,,annual,paid
14534,SMB,Профуслуги,Москва,<50,2021-04-21,2023-01-11,monthly,direct
14535,SMB,Образование,Воронеж,<50,2020-05-07,,monthly,paid
14536,Mid,Логистика,Казань,50-200,2021-01-20,2024-02-11,monthly,direct
14537,SMB,Образование,Самара,50-200,2020-09-25,2023-06-26,pay_as_you_go,organic
14538,SMB,Медицина,Санкт-Петербург,<50,2020-11-30,,annual,organic
14539,SMB,Медицина,Москва,<50,2021-04-17,2025-10-22,pay_as_you_go,organic
14540,SMB,Розница,Нижний Новгород,50-200,2021-05-25,2023-06-10,pay_as_you_go,referral
14541,Mid,Недвижимость,Санкт-Петербург,50-200,2024-08-18,2024-08-27,monthly,paid
14542,Mid,Медицина,Москва,50-200,2021-09-29,2023-12-15,pay_as_you_go,organic
14543,SMB,Розница,Самара,50-200,2021-03-07,,annual,referral
14544,SMB,Производство,Москва,50-200,2021-06-22,,annual,direct
14545,SMB,HoReCa,Москва,<50,2021-11-25,,annual,organic
14546,Mid,ИТ и софт,Казань,50-200,2021-02-09,,monthly,paid
14547,Large,Медиа,Екатеринбург,200-500,2021-07-14,2025-04-07,monthly,referral
14548,SMB,Недвижимость,Самара,<50,2021-07-09,2023-07-04,monthly,paid
14549,SMB,ИТ и софт,Ростов-на-Дону,<50,2024-09-09,,annual,direct
14550,Mid,Финуслуги,Москва,50-200,2021-01-08,,pay_as_you_go,referral
14551,Mid,Логистика,Санкт-Петербург,500+,2022-09-22,2025-04-05,monthly,direct
14552,SMB,Строительство,Санкт-Петербург,50-200,2020-09-17,2024-07-03,monthly,organic
14553,SMB,Логистика,Воронеж,50-200,2020-01-14,,monthly,organic
14554,SMB,Медиа,Москва,<50,2022-03-24,2023-07-23,pay_as_you_go,organic
14555,SMB,Медицина,Москва,<50,2025-02-09,,monthly,paid
14556,Mid,Логистика,Санкт-Петербург,50-200,2019-04-02,,monthly,paid
14557,SMB,Строительство,Санкт-Петербург,<50,2025-04-02,,annual,referral
14558,Large,Недвижимость,Краснодар,500+,2023-09-10,2023-11-19,monthly,direct
14559,SMB,Образование,Москва,<50,2019-08-14,,annual,paid
14560,SMB,Медицина,Ростов-на-Дону,50-200,2020-09-21,,monthly,organic
14561,Large,Недвижимость,Новосибирск,500+,2021-09-11,,annual,referral
14562,SMB,Розница,Санкт-Петербург,50-200,2020-12-25,,annual,direct
14563,SMB,Финуслуги,Ростов-на-Дону,<50,2020-08-15,,monthly,paid
14564,SMB,HoReCa,Новосибирск,<50,2021-07-18,,monthly,paid
14565,SMB,Медиа,Москва,50-200,2023-07-25,2025-11-09,pay_as_you_go,referral
14566,SMB,Образование,Санкт-Петербург,50-200,2023-05-12,,annual,referral
14567,SMB,HoReCa,Москва,<50,2019-11-26,,monthly,direct
14568,SMB,ИТ и софт,Москва,50-200,2023-01-28,,annual,organic
14569,Mid,HoReCa,Самара,50-200,2023-03-12,2025-05-30,annual,organic
14570,Large,Логистика,Москва,50-200,2021-04-24,,annual,referral
14571,SMB,Розница,Ростов-на-Дону,50-200,2019-08-08,,monthly,organic
14572,Mid,Образование,Санкт-Петербург,50-200,2022-03-12,,annual,referral
14573,Mid,Медиа,Москва,50-200,2020-10-29,2023-08-17,pay_as_you_go,direct
14574,Mid,Профуслуги,Ростов-на-Дону,200-500,2023-09-09,,annual,referral
14575,SMB,Строительство,Краснодар,<50,2021-09-08,,annual,direct
14576,SMB,Недвижимость,Краснодар,50-200,2022-01-03,,annual,organic
14577,Mid,Недвижимость,Санкт-Петербург,<50,2023-03-01,,annual,organic
14578,SMB,Строительство,Нижний Новгород,50-200,2025-01-14,,annual,paid
14579,Mid,Образование,Новосибирск,<50,2020-07-28,,annual,direct
14580,SMB,Логистика,Воронеж,50-200,2019-07-27,2024-01-03,pay_as_you_go,paid
14581,SMB,Недвижимость,Санкт-Петербург,<50,2021-03-29,,annual,paid
14582,SMB,HoReCa,Ростов-на-Дону,<50,2022-08-15,,monthly,direct
14583,Mid,Профуслуги,Самара,50-200,2022-07-25,2024-06-28,monthly,organic
14584,Mid,Образование,Санкт-Петербург,50-200,2023-09-27,,annual,paid
14585,Mid,Логистика,Москва,200-500,2020-05-17,2024-05-16,annual,referral
14586,Mid,Медиа,Нижний Новгород,50-200,2021-10-19,,annual,organic
14587,SMB,Медиа,Москва,50-200,2022-09-18,2025-08-17,annual,direct
14588,SMB,Профуслуги,Москва,<50,2024-05-27,,annual,organic
14589,Mid,Образование,Москва,200-500,2024-10-15,,monthly,paid
14590,SMB,Медиа,Санкт-Петербург,<50,2024-10-18,2025-07-29,monthly,paid
14591,SMB,Логистика,Казань,<50,2021-05-25,2023-10-20,monthly,paid
14592,SMB,Розница,Санкт-Петербург,50-200,2024-09-02,,monthly,organic
14593,SMB,Недвижимость,Воронеж,<50,2021-09-23,,annual,referral
14594,Large,ИТ и софт,Краснодар,500+,2021-03-30,,annual,referral
14595,Large,Недвижимость,Воронеж,50-200,2021-09-23,,monthly,referral
14596,SMB,Производство,Нижний Новгород,<50,2024-01-15,,annual,paid
14597,SMB,Производство,Москва,<50,2019-06-26,2023-05-24,monthly,organic
14598,Mid,Производство,Москва,200-500,2020-10-03,2024-11-13,pay_as_you_go,organic
14599,SMB,Медиа,Новосибирск,<50,2023-01-09,,pay_as_you_go,organic
14600,Mid,Медиа,Новосибирск,<50,2022-07-30,,annual,organic
14601,Mid,Профуслуги,Москва,200-500,2023-08-06,,annual,organic
14602,SMB,Производство,Самара,200-500,2022-08-10,,annual,referral
14603,Large,Профуслуги,Воронеж,500+,2021-11-14,2023-10-02,annual,paid
14604,Mid,ИТ и софт,Санкт-Петербург,50-200,2022-04-09,,pay_as_you_go,paid
14605,Mid,Недвижимость,Москва,200-500,2019-10-07,,annual,organic
14606,Large,Финуслуги,Краснодар,500+,2020-09-28,,annual,organic
14607,SMB,Производство,Екатеринбург,50-200,2023-04-02,,annual,referral
14608,SMB,Образование,Москва,<50,2021-04-26,,monthly,paid
14609,Mid,Недвижимость,Санкт-Петербург,50-200,2023-02-19,2025-02-02,pay_as_you_go,paid
14610,Large,Медицина,Санкт-Петербург,200-500,2022-08-02,,annual,organic
14611,SMB,Финуслуги,Санкт-Петербург,<50,2022-06-27,2023-03-26,monthly,referral
14612,SMB,Розница,Новосибирск,<50,2021-10-29,2023-12-01,monthly,organic
14613,SMB,Профуслуги,Казань,<50,2022-12-16,,annual,organic
14614,SMB,HoReCa,Москва,<50,2022-09-17,2024-04-25,pay_as_you_go,paid
14615,SMB,ИТ и софт,Москва,<50,2020-10-11,,pay_as_you_go,organic
14616,SMB,Розница,Москва,<50,2024-10-07,,monthly,paid
14617,Large,Строительство,Казань,200-500,2022-02-16,2023-03-05,monthly,organic
14618,SMB,Образование,Санкт-Петербург,50-200,2019-12-10,2023-08-19,monthly,organic
14619,Mid,ИТ и софт,Москва,200-500,2021-07-12,2023-03-24,annual,organic
14620,Mid,Профуслуги,Санкт-Петербург,200-500,2025-03-29,,annual,referral
14621,Mid,Медицина,Москва,200-500,2023-12-28,,annual,direct
14622,SMB,HoReCa,Казань,<50,2020-07-30,,monthly,paid
14623,SMB,Финуслуги,Санкт-Петербург,<50,2022-09-09,2023-05-19,annual,referral
14624,SMB,Строительство,Москва,<50,2023-03-21,2024-12-04,monthly,paid
14625,SMB,ИТ и софт,Москва,50-200,2024-05-11,,annual,organic
14626,SMB,Профуслуги,Москва,<50,2024-09-02,,pay_as_you_go,organic
14627,Mid,HoReCa,Санкт-Петербург,<50,2024-08-04,,annual,paid
14628,Mid,Розница,Санкт-Петербург,200-500,2022-09-01,2024-02-08,monthly,paid
14629,Mid,Финуслуги,Екатеринбург,50-200,2023-03-27,,annual,referral
14630,SMB,Образование,Новосибирск,<50,2021-11-30,2024-04-06,pay_as_you_go,paid
14631,SMB,Недвижимость,Новосибирск,<50,2023-04-13,,monthly,paid
14632,Large,ИТ и софт,Санкт-Петербург,200-500,2024-03-01,,annual,paid
14633,SMB,Строительство,Казань,<50,2021-11-14,,monthly,paid
14634,Mid,Строительство,Москва,200-500,2023-12-31,2024-04-16,monthly,paid
14635,SMB,Образование,Воронеж,200-500,2024-04-27,,pay_as_you_go,organic
14636,Mid,Финуслуги,Москва,50-200,2020-09-08,,monthly,organic
14637,SMB,Образование,Екатеринбург,50-200,2025-10-16,2025-11-30,pay_as_you_go,direct
14638,SMB,Профуслуги,Москва,<50,2021-09-26,2024-05-26,pay_as_you_go,paid
14639,SMB,Медиа,Москва,<50,2019-02-15,2023-05-15,monthly,organic
14640,SMB,HoReCa,Нижний Новгород,<50,2021-10-22,2025-10-23,monthly,paid
14641,Mid,Розница,Краснодар,50-200,2022-03-28,,annual,direct
14642,SMB,ИТ и софт,Москва,50-200,2024-04-18,,monthly,direct
14643,Mid,Логистика,Москва,50-200,2025-01-27,,pay_as_you_go,referral
14644,SMB,Недвижимость,Москва,<50,2019-07-16,,annual,organic
14645,SMB,ИТ и софт,Санкт-Петербург,<50,2020-07-08,,pay_as_you_go,organic
14646,SMB,Логистика,Санкт-Петербург,<50,2025-01-16,,annual,paid
14647,Mid,Строительство,Москва,<50,2019-05-16,2024-05-08,pay_as_you_go,direct
14648,Mid,HoReCa,Екатеринбург,50-200,2020-04-19,2023-09-10,pay_as_you_go,direct
14649,SMB,Финуслуги,Нижний Новгород,<50,2021-11-03,,pay_as_you_go,referral
14650,Mid,Производство,Самара,50-200,2019-12-18,,monthly,organic
14651,SMB,Образование,Новосибирск,<50,2021-03-03,,monthly,organic
14652,SMB,Логистика,Казань,50-200,2019-01-29,,monthly,direct
14653,SMB,Образование,Санкт-Петербург,50-200,2021-03-18,2023-07-14,monthly,organic
14654,SMB,Производство,Воронеж,50-200,2020-07-17,2023-04-23,annual,organic
14655,SMB,Медиа,Санкт-Петербург,<50,2020-02-07,2023-12-18,monthly,organic
14656,Large,Производство,Москва,500+,2019-05-20,,annual,organic
14657,SMB,Розница,Москва,<50,2020-07-15,,annual,direct
14658,Mid,Медиа,Санкт-Петербург,<50,2022-08-15,,monthly,referral
14659,SMB,Финуслуги,Москва,<50,2023-08-04,2023-08-29,monthly,direct
14660,SMB,Медиа,Москва,<50,2020-03-22,,annual,organic
14661,SMB,Строительство,Краснодар,50-200,2020-08-27,2024-11-08,pay_as_you_go,organic
14662,SMB,Финуслуги,Москва,50-200,2021-06-20,2024-06-28,monthly,referral
14663,SMB,Профуслуги,Воронеж,50-200,2022-01-16,2024-11-25,monthly,paid
14664,SMB,Строительство,Санкт-Петербург,50-200,2023-12-13,,annual,paid
14665,SMB,Логистика,Санкт-Петербург,<50,2020-05-05,2024-01-17,annual,paid
14666,SMB,Финуслуги,Москва,<50,2020-12-27,,monthly,referral
14667,Mid,Розница,Москва,500+,2023-03-01,,pay_as_you_go,direct
14668,Mid,Медиа,Москва,50-200,2024-09-15,,annual,organic
14669,Mid,Профуслуги,Москва,50-200,2023-07-09,2024-05-27,pay_as_you_go,paid
14670,Large,Производство,Ростов-на-Дону,200-500,2022-04-07,,monthly,organic
14671,SMB,Финуслуги,Казань,50-200,2021-03-19,2024-05-25,monthly,paid
14672,SMB,Образование,Нижний Новгород,50-200,2021-07-12,,annual,referral
14673,Mid,Финуслуги,Москва,200-500,2022-03-24,2023-03-02,pay_as_you_go,organic
14674,SMB,ИТ и софт,Санкт-Петербург,50-200,2020-10-20,,monthly,organic
14675,Mid,Медицина,Москва,200-500,2021-03-06,,monthly,paid
14676,SMB,HoReCa,Москва,<50,2019-11-21,,pay_as_you_go,organic
14677,Mid,Образование,Санкт-Петербург,50-200,2019-01-31,,monthly,paid
14678,Mid,Медицина,Москва,50-200,2023-03-11,,monthly,direct
14679,Mid,ИТ и софт,Москва,50-200,2022-08-13,,monthly,direct
14680,SMB,Профуслуги,Санкт-Петербург,<50,2021-05-11,,annual,direct
14681,SMB,Строительство,Санкт-Петербург,<50,2022-09-11,2023-11-13,monthly,paid
14682,SMB,Медицина,Москва,<50,2022-03-06,2023-05-16,monthly,organic
14683,SMB,Производство,Нижний Новгород,200-500,2020-01-15,,annual,direct
14684,SMB,Финуслуги,Москва,<50,2021-03-08,,pay_as_you_go,paid
14685,Mid,Недвижимость,Самара,200-500,2020-01-06,2025-08-07,annual,organic
14686,Mid,Розница,Нижний Новгород,200-500,2023-02-03,,pay_as_you_go,direct
14687,SMB,HoReCa,Москва,<50,2021-10-08,2023-01-04,pay_as_you_go,organic
14688,Mid,Медицина,Санкт-Петербург,50-200,2020-12-31,,annual,referral
14689,SMB,Финуслуги,Москва,<50,2020-11-12,2024-12-25,pay_as_you_go,paid
14690,SMB,Недвижимость,Екатеринбург,<50,2020-11-16,,annual,organic
14691,Mid,Логистика,Казань,<50,2022-01-10,2024-04-07,annual,paid
14692,SMB,Медиа,Санкт-Петербург,<50,2019-11-27,,monthly,organic
14693,SMB,Медицина,Новосибирск,<50,2021-01-10,,annual,paid
14694,SMB,HoReCa,Новосибирск,<50,2024-04-08,2025-06-25,annual,paid
14695,SMB,Производство,Москва,<50,2022-11-17,,pay_as_you_go,paid
14696,Mid,Медицина,Ростов-на-Дону,50-200,2022-04-27,,annual,referral
14697,Large,Профуслуги,Казань,200-500,2020-12-29,,annual,paid
14698,Mid,Недвижимость,Москва,200-500,2022-02-23,2023-09-20,monthly,paid
14699,Mid,Профуслуги,Казань,50-200,2021-10-29,,annual,paid
14700,Mid,Образование,Воронеж,50-200,2023-02-12,2025-06-01,pay_as_you_go,paid
14701,SMB,Недвижимость,Москва,<50,2022-03-02,2023-09-14,pay_as_you_go,direct
14702,Mid,Производство,Санкт-Петербург,50-200,2024-11-11,,annual,paid
14703,Mid,HoReCa,Самара,<50,2019-06-24,2025-02-16,monthly,referral
14704,SMB,ИТ и софт,Москва,<50,2021-08-24,2023-12-20,annual,referral
14705,SMB,Образование,Москва,<50,2022-02-13,2025-03-08,pay_as_you_go,paid
14706,SMB,Производство,Москва,50-200,2023-09-19,,annual,direct
14707,SMB,Строительство,Екатеринбург,<50,2022-06-30,2023-08-02,monthly,referral
14708,SMB,Логистика,Санкт-Петербург,<50,2022-02-21,,monthly,referral
14709,Mid,Медицина,Нижний Новгород,50-200,2020-04-13,,monthly,paid
14710,Mid,Розница,Екатеринбург,50-200,2022-03-08,2023-06-03,monthly,direct
14711,Large,Розница,Екатеринбург,500+,2020-10-11,2024-12-09,pay_as_you_go,direct
14712,Mid,HoReCa,Санкт-Петербург,50-200,2019-03-26,2024-04-11,pay_as_you_go,organic
14713,SMB,Медиа,Санкт-Петербург,<50,2025-07-23,2025-09-13,monthly,paid
14714,Mid,Медицина,Ростов-на-Дону,200-500,2021-09-14,,annual,organic
14715,Mid,Медиа,Москва,50-200,2020-05-16,,annual,paid
14716,SMB,ИТ и софт,Москва,<50,2020-02-18,,monthly,referral
14717,SMB,Производство,Москва,50-200,2023-02-09,,monthly,organic
14718,SMB,Профуслуги,Москва,<50,2021-07-31,,annual,referral
14719,SMB,Медиа,Казань,200-500,2023-12-18,,annual,paid
14720,Mid,Логистика,Москва,200-500,2021-11-13,,monthly,referral
14721,Mid,Розница,Москва,50-200,2023-03-03,,annual,organic
14722,SMB,Образование,Санкт-Петербург,<50,2024-09-27,,annual,paid
14723,SMB,Медицина,Москва,<50,2021-05-28,,monthly,referral
14724,Large,ИТ и софт,Екатеринбург,200-500,2024-10-30,2024-11-12,annual,direct
14725,SMB,Финуслуги,Санкт-Петербург,<50,2019-05-25,,annual,organic
14726,Mid,Логистика,Самара,<50,2020-12-09,2024-02-21,monthly,direct
14727,SMB,Розница,Самара,<50,2020-03-16,2023-07-19,monthly,organic
14728,SMB,Профуслуги,Санкт-Петербург,<50,2023-09-10,,annual,paid
14729,SMB,Финуслуги,Москва,<50,2019-09-15,,pay_as_you_go,organic
14730,SMB,HoReCa,Москва,<50,2024-05-25,,monthly,paid
14731,Large,Медицина,Краснодар,200-500,2019-11-28,,annual,direct
14732,SMB,Строительство,Москва,<50,2022-11-18,2025-11-18,pay_as_you_go,referral
14733,SMB,Медицина,Самара,500+,2019-05-17,,monthly,organic
14734,SMB,Логистика,Воронеж,200-500,2021-01-21,,annual,organic
14735,SMB,Производство,Екатеринбург,50-200,2022-06-23,,monthly,organic
14736,SMB,Медицина,Воронеж,<50,2021-05-31,,annual,organic
14737,SMB,Недвижимость,Москва,<50,2023-07-27,,annual,organic
14738,Mid,HoReCa,Москва,50-200,2020-09-13,,annual,direct
14739,Mid,Производство,Москва,50-200,2023-05-13,,monthly,paid
14740,Mid,ИТ и софт,Москва,<50,2021-03-22,,monthly,direct
14741,SMB,Медиа,Санкт-Петербург,<50,2020-06-03,2024-02-06,pay_as_you_go,referral
14742,SMB,Образование,Краснодар,50-200,2022-01-31,,annual,referral
14743,Mid,Логистика,Нижний Новгород,200-500,2019-10-26,2023-01-06,monthly,paid
14744,SMB,Строительство,Санкт-Петербург,<50,2022-01-19,2023-02-22,monthly,referral
14745,Large,Образование,Москва,50-200,2019-09-15,,monthly,paid
14746,SMB,Образование,Москва,<50,2023-03-24,2024-10-06,monthly,paid
14747,Mid,HoReCa,Санкт-Петербург,50-200,2021-06-16,2024-08-21,monthly,organic
14748,SMB,Логистика,Краснодар,<50,2023-09-30,,annual,organic
14749,SMB,Строительство,Москва,<50,2022-12-12,2023-09-14,monthly,paid
14750,SMB,ИТ и софт,Казань,50-200,2021-08-27,,annual,paid
14751,SMB,Медиа,Санкт-Петербург,<50,2023-03-09,,annual,referral
14752,Mid,Медицина,Ростов-на-Дону,50-200,2023-11-16,,monthly,referral
14753,SMB,Розница,Нижний Новгород,<50,2021-10-09,2025-01-28,monthly,organic
14754,Mid,Розница,Санкт-Петербург,50-200,2021-09-17,,monthly,direct
14755,Mid,Производство,Москва,200-500,2024-03-04,,annual,organic
14756,Large,Строительство,Екатеринбург,500+,2020-11-18,2023-06-19,pay_as_you_go,paid
14757,Mid,Образование,Екатеринбург,50-200,2019-12-16,2023-01-21,monthly,direct
14758,SMB,Профуслуги,Ростов-на-Дону,<50,2021-12-09,2023-01-15,monthly,paid
14759,SMB,Профуслуги,Казань,<50,2023-05-02,2023-05-27,pay_as_you_go,organic
14760,SMB,HoReCa,Екатеринбург,50-200,2024-01-09,,monthly,organic
14761,SMB,ИТ и софт,Москва,50-200,2020-01-31,2023-01-06,pay_as_you_go,paid
14762,SMB,Профуслуги,Казань,50-200,2020-03-15,,monthly,referral
14763,SMB,Логистика,Санкт-Петербург,<50,2020-04-21,,pay_as_you_go,referral
14764,SMB,Финуслуги,Москва,50-200,2024-01-13,,monthly,referral
